Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
DSW3PSRU,journalArticle,2019,"Wu, Huiyue; Wang, Yu; Qiu, Jiali; Liu, Jiayi; Zhang, Xiaolong (Luke)",User-defined gesture interaction for immersive VR shopping applications,Behaviour & Information Technology,,0144-929X,10.1080/0144929X.2018.1552313,https://doi.org/10.1080/0144929X.2018.1552313,"Gesture elicitation studies, which are a popular technology for collecting requirements and expectations by involving real users in gesture design processes, often suffer from gesture disagreement and legacy bias and may not generate optimal gestures for a target system in practice. This paper reports a research project on user-defined gestures for interacting with immersive VR shopping applications. The main contribution of this work is the proposal of a more practical method for deriving more reliable gestures than traditional gesture elicitation studies. We applied this method to a VR shopping application and obtained empirical evidence for the benefits of deriving two gestures in the a priori stage and selecting the top-two gestures in the a posteriori stage of traditional elicitation studies for each referent. We hope that this research can help lay a theoretical foundation for freehand-gesture-based user interface design and be generalised to all freehand-gesture-based applications.",2019-07-03,2019-08-18 07:00:38,2019-08-18 07:01:20,2019-08-18 07:00:38,726-741,,7,38,,,,,,,,,,,,,,,Taylor and Francis+NEJM,,,,,,GoogleScholar,elicitation study; Gestural interaction; virtual reality; online shopping; user-centered design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPFW6A7A,journalArticle,2019,"Wu, Huiyue; Zhang, Shaoke; Liu, Jiayi; Qiu, Jiali; Zhang, Xiaolong (Luke)",The Gesture Disagreement Problem in Free-hand Gesture Interaction,International Journal of Human–Computer Interaction,,1044-7318,10.1080/10447318.2018.1510607,https://doi.org/10.1080/10447318.2018.1510607,"Accurately understanding a user’s intention is often essential to the success of any interactive system. An information retrieval system, for example, should address the vocabulary problem (Furnas et al., 1987) to accommodate different query terms users may choose. A system that supports natural user interaction (e.g., full-body game and immersive virtual reality) must recognize gestures that are chosen by users for an action. This article reports an experimental study on the gesture choice for tasks in three application domains. We found that the chance for users to produce the same gesture for a given task is below 0.355 on average, and offering a set of gesture candidates can improve the agreement score. We discuss the characteristics of those tasks that exhibit the gesture disagreement problem and those tasks that do not. Based on our findings, we propose some design guidelines for free-hand gesture-based interfaces.",2019-07-21,2019-08-18 06:56:37,2019-08-18 06:58:10,2019-08-18 06:56:37,1102-1114,,12,35,,,,,,,,,,,,,,,Taylor and Francis+NEJM,,,,,,GoogleScholar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PQ588SVJ,journalArticle,2019,"Vogiatzidakis, Panagiotis; Koutsabasis, Panayiotis",Frame-Based Elicitation of Mid-Air Gestures for a Smart Home Device Ecosystem,Informatics,,,10.3390/informatics6020023,https://www.mdpi.com/2227-9709/6/2/23,"If mid-air interaction is to be implemented in smart home environments, then the user would have to exercise in-air gestures to address and manipulate multiple devices. This paper investigates a user-defined gesture vocabulary for basic control of a smart home device ecosystem, consisting of 7 devices and a total of 55 referents (commands for device) that can be grouped to 14 commands (that refer to more than one device). The elicitation study was conducted in a frame (general scenario) of use of all devices to support contextual relevance; also, the referents were presented with minimal affordances to minimize widget-specific proposals. In addition to computing agreement rates for all referents, we also computed the internal consistency of user proposals (single-user agreement for multiple commands). In all, 1047 gestures from 18 participants were recorded, analyzed, and paired with think-aloud data. The study reached to a mid-air gesture vocabulary for a smart-device ecosystem, which includes several gestures with very high, high and medium agreement rates. Furthermore, there was high consistency within most of the single-user gesture proposals, which reveals that each user developed and applied her/his own mental model about the whole set of interactions with the device ecosystem. Thus, we suggest that mid-air interaction support for smart homes should not only offer a built-in gesture set but also provide for functions of identification and definition of personalized gesture assignments to basic user commands.",2019-06,2019-08-17 20:09:34,2019-08-17 20:34:02,2019-08-17 20:09:34,23,,2,6,,,,,,,,,,en,http://creativecommons.org/licenses/by/3.0/,,,,www.mdpi.com,,,,/home/judith/snap/zotero-snap/common/Zotero/storage/Q98HKFCN/Vogiatzidakis and Koutsabasis - 2019 - Frame-Based Elicitation of Mid-Air Gestures for a .html; /home/judith/snap/zotero-snap/common/Zotero/storage/DNAZNMM6/Vogiatzidakis and Koutsabasis - 2019 - Frame-Based Elicitation of Mid-Air Gestures for a .pdf,,DBLP,elicitation study; mid-air interaction; frame-based; gesture proposal consistency; personalized gestures; smart home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T43SZXUF,bookSection,2019,"Ferron, Michela; Mana, Nadia; Mich, Ornella",Designing Mid-Air Gesture Interaction with Mobile Devices for Older Adults,Perspectives on Human-Computer Interaction Research with Older People,978-3-030-06076-3,,,https://doi.org/10.1007/978-3-030-06076-3_6,"This chapter presents a user-centered perspective on the design of effective mid-air gesture interaction with mobile technology for seniors. Starting from the basic characteristics of mid-air gesture interaction, we introduce the main design challenges of this interaction and report on a case study in which we implemented a user-centered design process focused on the engagement of older adults in each design stage. We present a series of studies in which we aimed at involving older users as active creators of the interaction, taking into account their feedback and values in the design process. Finally, we propose a set of recommendations for the design of mid-air gesture interaction for older adults. These recommendations are elaborated combining research on HCI, ageing and ergonomic principles, and the results from the user studies we conducted in the process.",2019,2019-08-17 17:45:49,2019-08-17 17:46:06,2019-08-17 17:45:49,81-100,,,,,,,Human–Computer Interaction Series,,,,Springer International Publishing,Cham,en,,,,,Springer Link,,DOI: 10.1007/978-3-030-06076-3_6,,,,SpringerLink,,"Sayago, Sergio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FK6G8MHK,conferencePaper,2019,"Li, Xuan; Guan, Daisong; Zhang, Jingya; Liu, Xingtong; Li, Siqi; Tong, Hui",Exploration of Ideal Interaction Scheme on Smart TV: Based on User Experience Research of Far-Field Speech and Mid-air Gesture Interaction,"Design, User Experience, and Usability. User Experience in Advanced Technological Environments",978-3-030-23541-3,,,,"TV, as an important entertainment appliance in family, its interaction is typical of other screen-equipped devices. Far-field speech and mid-air gesture are the new trends in smart TV interaction. Previous studies have explored the characteristics of far-field speech and mid-air gesture interactions in TV used scenes, but rarely studied the user experience in the interaction process for the two interactive modes and directly compared them. What is the ideal interactive mode for TV in the future when these two can be realized? We know very little about this. Therefore, in Study 1, we quantitatively compared the user experience of far-field speech and mid-air gesture through experiment. The results showed that there were no significant differences between the two interactive modes, and implicated their advantages and disadvantages for different operations. And then, in study 2, we explored the user preference for interaction in different operations. The results showed that there were certain regularities about the participants’ preference for the two interaction channel in different situations. Based on the results mentioned above, we finally proposed the design principles of multichannel interaction fusion for different operations.",2019,2019-08-17 17:33:45,2019-08-17 17:34:02,,144-162,,,,,,Exploration of Ideal Interaction Scheme on Smart TV,Lecture Notes in Computer Science,,,,Springer International Publishing,,en,,,,,Springer Link,,,,/home/judith/snap/zotero-snap/common/Zotero/storage/ZBITFFQA/Li et al. - 2019 - Exploration of Ideal Interaction Scheme on Smart T.pdf,,SpringerLink,Far-field speech; Ideal interaction for smart TV; Mid-air gesture; Multichannel; User experience study,"Marcus, Aaron; Wang, Wentao",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QJEQA3N5,journalArticle,2019,"Xiao, Yiqi; He, Renke",The intuitive grasp interface: design and evaluation of micro-gestures on the steering wheel for driving scenario,Universal Access in the Information Society,,1615-5297,10.1007/s10209-019-00647-0,https://doi.org/10.1007/s10209-019-00647-0,"Gestural inputs are nowadays widely applied to in-car interactive systems. The emerging sensing technologies allow for micro-gestures that can be achieved with less energy and are performed probably when the driver is grasping the steering wheel, thereby reducing the user attention to human–vehicle interaction. The movability of hands and fingers has to be considered before designing micro-gestures for driving scenarios, thus the newly defined gestures may be utterly different to the familiar multi-touch or body gestures. This paper presents a set of micro-gestures which are designed for intuitively commanding the in-car information system by taking both the gesture meanings and physical limitations into account. The study sets out the results of evaluating the feasibility of gesture sets with its performance in dual-task situation. The learnability and intuitiveness of micro-gestures as well as the effects they have on driving tasks are evaluated, and the effects of different grasping postures on the performance of novice drivers are also compared. It is concluded that the micro-gestures particularly designed for the grasp interface have advantages in multi-tasking, and they are appreciated by users who participated in the evaluation test.",2019-04-05,2019-08-17 17:28:55,2019-08-17 17:31:39,2019-08-17 17:28:55,,,,,,Univ Access Inf Soc,The intuitive grasp interface,,,,,,,en,,,,,Springer Link,,,,,,SpringerLink,Dual-task; Evaluation; Gesture set; Grasp; Micro-gesture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MW542GAA,conferencePaper,2019,"Vanderdonckt, Jean; Magrofuoco, Nathan; Kieffer, Suzanne; Pérez, Jorge; Rase, Ysabelle; Roselli, Paolo; Villarreal, Santiago",Head and Shoulders Gestures: Exploring User-Defined Gestures with Upper Body,"Design, User Experience, and Usability. User Experience in Advanced Technological Environments",978-3-030-23541-3,,,,"This paper presents empirical results about user-defined gestures for head and shoulders by analyzing 308 gestures elicited from 22 participants for 14 referents materializing 14 different types of tasks in IoT context of use. We report an overall medium consensus but with medium variance (mean: .263, min: .138, max: .390 on the unit scale) between participants gesture proposals, while their thinking time were less similar (min: 2.45 s, max: 22.50 s), which suggests that head and shoulders gestures are not all equally easy to imagine and to produce. We point to the challenges of deciding which head and shoulders gestures will become the consensus set based on four criteria: the agreement rate, their individual frequency, their associative frequency, and their unicity.",2019,2019-08-17 17:22:48,2019-08-17 17:23:07,,192-213,,,,,,Head and Shoulders Gestures,Lecture Notes in Computer Science,,,,Springer International Publishing,,en,,,,,Springer Link,,,,/home/judith/snap/zotero-snap/common/Zotero/storage/WCT9FYF8/Vanderdonckt et al. - 2019 - Head and Shoulders Gestures Exploring User-Define.pdf,,SpringerLink,Gesture interaction; Gesture elicitation study,"Marcus, Aaron; Wang, Wentao",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DZVU5N9H,journalArticle,2019,"Wu, Huiyue; Wang, Yu; Liu, Jiayi; Qiu, Jiali; Zhang, Xiaolong (Luke)",User-defined gesture interaction for in-vehicle information systems,Multimedia Tools and Applications,,1573-7721,10.1007/s11042-019-08075-1,https://doi.org/10.1007/s11042-019-08075-1,"Gesture elicitation study, a technique emerging from the field of participatory design, has been extensively applied in emerging interaction and sensing technologies in recent years. However, traditional gesture elicitation study often suffers from the gesture disagreement and legacy bias problem and may not generate optimal gestures for a target system. This paper reports a research project on user-defined gestures for interacting with in-vehicle information systems. The main contribution of our research lies in a 3-stage, participatory design method we propose for deriving more reliable gestures than traditional gesture elicitation methods. Using this method, we generated a set of user-defined gestures for secondary tasks in an in-vehicle information system. Drawing on our research, we develop a set of design guidelines for freehand gesture design. We highlight the implications of this work for the gesture elicitation for all gestural interfaces.",2019-08-14,2019-08-17 17:13:05,2019-08-17 17:13:25,2019-08-17 17:13:05,,,,,,Multimed Tools Appl,,,,,,,,en,,,,,Springer Link,,,,,,SpringerLink,Elicitation study; User-defined gestures; Gesture disagreement; Gesture-based user interaction for in-vehicle information system; Legacy bias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4Z7WP98Y,conferencePaper,2019,"Caon, Maurizio; Süsse, Rico; Grelier, Benoit; Khaled, Omar Abou; Mugellini, Elena",Gesturing on the Handlebar: A User-Elicitation Study for On-Bike Gestural Interaction,Proceedings of the 20th Congress of the International Ergonomics Association (IEA 2018),978-3-319-96071-5,,,,"There are growing numbers of apps and smartphone-mounts for professional cyclists, since they are crucial to track performances during training. However, these solutions require the athlete to take her hand off the handlebar to interact with it. This represents a major safety issue for the cyclists since it requires leaving the brake control, shifting the attention and, possibly, compromising posture. This paper reports the findings of a user elicitation study conducted with seven professional and semi-professional cyclists in order to design gestures that can be performed while maintaining the hands in the correct position on the handlebar. Results report the frequency of fingers used for these gestures, with the index being the favorite. Furthermore, it provides a classification of gestures in three categories: press, extension and swipe. The most convenient gestures were the thumb and index press, followed by the extension of different combinations of fingers.",2019,2019-08-17 17:11:00,2019-08-17 17:11:16,,429-439,,,,,,Gesturing on the Handlebar,Advances in Intelligent Systems and Computing,,,,Springer International Publishing,,en,,,,,Springer Link,,,,,,SpringerLink,Gesture; Bike; Mobile interaction; Sports,"Bagnara, Sebastiano; Tartaglia, Riccardo; Albolino, Sara; Alexander, Thomas; Fujita, Yushi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6495IKHZ,conferencePaper,2019,"Guérit, Robin; Cierro, Alessandro; Vanderdonckt, Jean; Pérez-Medina, Jorge Luis",Gesture Elicitation and Usability Testing for an Armband Interacting with Netflix and Spotify,Information Technology and Systems,978-3-030-11890-7,,,,"Controlling home entertainment devices, like music and video, via an armband could free the user from using remote controls, but assessing their overall usability with mid-air and micro-gestures still represents an open research question today. For this purpose, this paper reports on results gained by jointly conducting and comparing two studies involving participants using a Thalmic Myo armband to control a NetFlix SmartTV and Spotify: (1) a gesture elicitation study to explore a richer set of user-defined gestures, to measure their effectiveness and the user subjective satisfaction of gesture interaction; (2) a System Usability Scale (SUS) to assess the overall usability of this setup and the subjective satisfaction for user-defined gestures.",2019,2019-05-17 20:07:09,2019-08-17 17:08:17,,625-637,,,,,,,Advances in Intelligent Systems and Computing,,,,Springer International Publishing,,en,,,,,Springer Link,,,,,,SpringerLink,Mid-air gestures; Gesture elicitation study; TV interaction; Myo armband; Netflix; SmartTV; Wearable computing,"Rocha, Álvaro; Ferrás, Carlos; Paredes, Manolo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBPV63FT,journalArticle,2019,"Pons, Patricia; Jaen, Javier",Interactive spaces for children: gesture elicitation for controlling ground mini-robots,Journal of Ambient Intelligence and Humanized Computing,,1868-5145,10.1007/s12652-019-01290-6,https://doi.org/10.1007/s12652-019-01290-6,"Interactive spaces for education are emerging as a mechanism for fostering children’s natural ways of learning by means of play and exploration in physical spaces. The advanced interactive modalities and devices for such environments need to be both motivating and intuitive for children. Among the wide variety of interactive mechanisms, robots have been a popular research topic in the context of educational tools due to their attractiveness for children. However, few studies have focused on how children would naturally interact and explore interactive environments with robots. While there is abundant research on full-body interaction and intuitive manipulation of robots by adults, no similar research has been done with children. This paper therefore describes a gesture elicitation study that identified the preferred gestures and body language communication used by children to control ground robots. The results of the elicitation study were used to define a gestural language that covers the different preferences of the gestures by age group and gender, with a good acceptance rate in the 6–12 age range. The study also revealed interactive spaces with robots using body gestures as motivating and promising scenarios for collaborative or remote learning activities.",2019-04-13,2019-08-17 17:05:09,2019-08-17 17:05:32,2019-08-17 17:05:09,,,,,,J Ambient Intell Human Comput,Interactive spaces for children,,,,,,,en,,,,,Springer Link,,,,/home/judith/snap/zotero-snap/common/Zotero/storage/XRP5VSNQ/Pons and Jaen - 2019 - Interactive spaces for children gesture elicitati.pdf,,SpringerLink,Natural user interface; Elicitation study; Participatory design; Child computer interaction; Interactive space; Robot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9KLPCIF3,journalArticle,2019,"Uva, A. E.; Fiorentino, M.; Manghisi, V. M.; Boccaccio, A.; Debernardis, S.; Gattullo, M.; Monno, G.",A User-Centered Framework for Designing Midair Gesture Interfaces,IEEE Transactions on Human-Machine Systems,,2168-2291,10.1109/THMS.2019.2919719,,"Due to the recent advances in technologies for gesture recognition, midair gestures can be considered the interface of the future in a large number of applications. However, designing effective interfaces with midair gestures is not an easy task because the design is application dependent and it must fulfill many requirements at the same time. Despite the availability of general guidelines in the literature, clear and well-established procedures for the optimal design of midair gesture-based interfaces are, to date, not available and remain an open issue. The main contribution of this paper is a user-centered modular framework, which integrates existing and novel methods. It supports the designer considering multiple aspects including ergonomics, memorability, and specific user requirements tailored to the application scenario. The framework involves three design steps and a final validation step, also supported by dedicated software. We tested with success the proposed framework in an industrial case study, where technicians must easily access technical information by browsing digital manuals during maintenance operations.",2019,2019-08-17 16:25:43,2019-08-17 16:26:10,,1-9,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,,,IEEE,Gesture recognition; Man-machine systems; Proposals; Task analysis; Vocabulary; Consumed endurance (CE); ergonomics; Ergonomics; Fatigue; gesture vocabulary; midair gesture interface; user-centered elicitation approach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LFHREWFE,conferencePaper,2019,"Firestone, J. W.; Quiñones, R.; Duncan, B. A.",Learning from Users: an Elicitation Study and Taxonomy for Communicating Small Unmanned Aerial System States Through Gestures,2019 14th ACM/IEEE International Conference on Human-Robot Interaction (HRI),,,10.1109/HRI.2019.8673010,,"This paper presents a gesture set for communicating states to novice users from a small Unmanned Aerial System (sUAS) through an elicitation study comparing gestures created by participants recruited from the general public with varying levels of experience with an sUAS. Previous work in sUAS flight paths sought to communicate intent, destination, or emotion without focusing on concrete states such as Low Battery or Landing. This elicitation study uses a participatory design approach from human-computer interaction to understand how novice users would expect an sUAS to communicate states, and ultimately suggests flight paths and characteristics to indicate those states. We asked users from the general public (N=20) to create gestures for seven distinct sUAS states to provide insights for human-drone interactions and to present intuitive flight paths and characteristics with the expectation that the sUAS would have general commercial application for inexperienced users. The results indicate relatively strong agreement scores for three sUAS states: Landing (0.455), Area of Interest (0.265), and Low Battery (0.245). The other four states have lower agreement scores, however even they show some consensus for all seven states. The agreement scores and the associated gestures suggest guidance for engineers to develop a common set of flight paths and characteristics for an sUAS to communicate states to novice users.",2019-03,2019-05-11 18:52:33,2019-08-17 15:28:58,,163-171,,,,,,Learning from Users,,,,,,,,,,,,IEEE Xplore,,,,,,IEEE,elicitation study; gesture recognition; human-computer interaction; Task analysis; autonomous aerial vehicles; area of interest score; associated gestures; Batteries; communicating small unmanned aerial system states; communicating states; Communication; Drones; Elicitation Study; human-drone interactions; human-robot interaction; intuitive flight paths; landing score; low battery score; Robot kinematics; Service robots; sUAS; sUAS flight paths; sUAS states; Taxonomy; User Design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019 14th ACM/IEEE International Conference on Human-Robot Interaction (HRI),,,,,,,,,,,,,,,
TQACHHZ5,conferencePaper,2019,"Buddhika, Thisum; Zhang, Haimo; Chan, Samantha W. T.; Dissanayake, Vipula; Nanayakkara, Suranga; Zimmermann, Roger",fSense: Unlocking the Dimension of Force for Gestural Interactions Using Smartwatch PPG Sensor,Proceedings of the 10th Augmented Human International Conference 2019,978-1-4503-6547-5,,10.1145/3311823.3311839,http://doi.acm.org/10.1145/3311823.3311839,"While most existing gestural interfaces focus on the static posture or the dynamic action of the hand, few have investigated the feasibility of using the forces that are exerted while performing gestures. Using the photoplethysmogram (PPG) sensor of off-the-shelf smartwatches, we show that, it is possible to recognize the force of a gesture as an independent channel of input. Based on a user study with 12 participants, we found that users were able to reliably produce two levels of force across several types of common gestures. We demonstrate a few interaction scenarios where the force is either used as a standalone input or to complement existing input modalities.",2019,2019-08-17 10:36:34,2019-08-17 15:05:18,2019-08-17 10:36:34,11:1–11:5,,,,,,fSense,AH2019,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,"event-place: Reims, France",,/home/judith/snap/zotero-snap/common/Zotero/storage/3CMKDDCJ/Buddhika et al. - 2019 - fSense Unlocking the Dimension of Force for Gestu.pdf,,ACM,Gesture Interaction; Mobile Sensors; PPG Sensor; Smartwatch; Wearable Computing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QJM5F4UP,journalArticle,2019,"Koh, Jung In; Cherian, Josh; Taele, Paul; Hammond, Tracy",Developing a Hand Gesture Recognition System for Mapping Symbolic Hand Gestures to Analogous Emojis in Computer-Mediated Communication,ACM Trans. Interact. Intell. Syst.,,2160-6455,10.1145/3297277,http://doi.acm.org/10.1145/3297277,"Recent trends in computer-mediated communication (CMC) have not only led to expanded instant messaging through the use of images and videos but have also expanded traditional text messaging with richer content in the form of visual communication markers (VCMs) such as emoticons, emojis, and stickers. VCMs could prevent a potential loss of subtle emotional conversation in CMC, which is delivered by nonverbal cues that convey affective and emotional information. However, as the number of VCMs grows in the selection set, the problem of VCM entry needs to be addressed. Furthermore, conventional means of accessing VCMs continue to rely on input entry methods that are not directly and intimately tied to expressive nonverbal cues. In this work, we aim to address this issue by facilitating the use of an alternative form of VCM entry: hand gestures. To that end, we propose a user-defined hand gesture set that is highly representative of a number of VCMs and a two-stage hand gesture recognition system (trajectory-based, shape-based) that can identify these user-defined hand gestures with an accuracy of 82%. By developing such a system, we aim to allow people using low-bandwidth forms of CMCs to still enjoy their convenient and discreet properties while also allowing them to experience more of the intimacy and expressiveness of higher-bandwidth online communication.",2019-03,2019-08-16 16:10:39,2019-08-16 21:37:54,2019-08-16 16:10:39,6:1–6:35,,1,9,,,,,,,,,,,,,,,ACM Digital Library,,,,/home/judith/snap/zotero-snap/common/Zotero/storage/RQ9IZUSQ/Koh et al. - 2019 - Developing a Hand Gesture Recognition System for M.pdf,,ACM,computer-mediated communication; emojis; Hand gesture recognition; shape-based recognition; trajectory-based recognition; visual communication markers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TECJCBGM,conferencePaper,2019,"Ali, Abdullah X.; Morris, Meredith Ringel; Wobbrock, Jacob O.",Crowdlicit: A System for Conducting Distributed End-User Elicitation and Identification Studies,,978-1-4503-5970-2,,10.1145/3290605.3300485,http://dl.acm.org/citation.cfm?id=3290605.3300485,,2019-02-05,2019-08-15 21:51:16,2019-08-16 21:37:32,2019-08-15 21:51:16,255,,,,,,Crowdlicit,,,,,ACM,,,,,,,dl.acm.org,,,,,,ACM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems,,,,,,,,,,,,,,,
D29H4I2D,conferencePaper,2019,"Xuan, Li; Daisong, Guan; Moli, Zhou; Jingya, Zhang; Xingtong, Liu; Siqi, Li",Comparison on user experience of mid-air gesture interaction and traditional remotes control,,978-1-4503-7247-3,,10.1145/3332169.3333570,http://dl.acm.org/citation.cfm?id=3332169.3333570,,2019-06-27,2019-08-15 21:44:44,2019-08-16 21:37:26,2019-08-15 21:44:44,16-22,,,,,,,,,,,ACM,,,,,,,dl.acm.org,,,,,,ACM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proceedings of the Seventh International Symposium of Chinese CHI,,,,,,,,,,,,,,,
2KR35IXJ,conferencePaper,2019,"Herbig, Nico; Pal, Santanu; van Genabith, Josef; Krüger, Antonio",Multi-Modal Approaches for Post-Editing Machine Translation,Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems,978-1-4503-5970-2,,10.1145/3290605.3300461,http://doi.acm.org/10.1145/3290605.3300461,"Current advances in machine translation increase the need for translators to switch from traditional translation to post-editing (PE) of machine-translated text, a process that saves time and improves quality. This affects the design of translation interfaces, as the task changes from mainly generating text to correcting errors within otherwise helpful translation proposals. Our results of an elicitation study with professional translators indicate that a combination of pen, touch, and speech could well support common PE tasks, and received high subjective ratings by our participants. Therefore, we argue that future translation environment research should focus more strongly on these modalities in addition to mouse- and keyboard-based approaches. On the other hand, eye tracking and gesture modalities seem less important. An additional interview regarding interface design revealed that most translators would also see value in automatically receiving additional resources when a high cognitive load is detected during PE.",2019,2019-08-15 18:02:17,2019-08-15 18:02:41,2019-08-15 18:02:17,231:1–231:11,,,,,,,CHI '19,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,"event-place: Glasgow, Scotland Uk",,,,ACM,computer-aided translation; multi-modality; post-editing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JCKQIDP9,journalArticle,2019,"Bader, Patrick; Voit, Alexandra; Le, Huy Viet; Woźniak, PawełW.; Henze, Niels; Schmidt, Albrecht",WindowWall: Towards Adaptive Buildings with Interactive Windows As Ubiquitous Displays,ACM Trans. Comput.-Hum. Interact.,,1073-0516,10.1145/3310275,http://doi.acm.org/10.1145/3310275,"As architects usually decide on the shape and look of windows during the design of buildings, opportunities for interactive windows have not been systematically explored yet. In this work, we extend the vision of sustainable and comfortable adaptive buildings using interactive smart windows. We systematically explore the design space of interactive windows to chart requirements, constraints, and challenges. To that end, we built proof-of-concept prototypes of smart windows with fine-grained control of transparency. In two studies, we explored user attitudes towards interactive windows and elicited control methods. We found that users understand and see potential for interactive windows at home. We provide specific usage contexts and specify interactions that may facilitate domestic applications. Our work illustrates the concept of interactive smart windows and provides insights regarding their design, development, and user controls for adaptive walls. We identify design dimensions and challenges to stimulate further development in the domain of adaptive buildings.",2019-03,2019-08-15 17:33:33,2019-08-15 17:34:00,2019-08-15 17:33:32,11:1–11:42,,2,26,,,WindowWall,,,,,,,,,,,,ACM Digital Library,,,,/home/judith/snap/zotero-snap/common/Zotero/storage/Q4Z5BTF8/Bader et al. - 2019 - WindowWall Towards Adaptive Buildings with Intera.pdf,,ACM,elicitation; adaptive buildings; ambient information systems; see-through displays; Smart windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JMA4N2LW,conferencePaper,2019,"Lin, Hongnan",Using Passenger Elicitation for Developing Gesture Design Guidelines for Adjusting Highly Automated Vehicle Dynamics,Companion Publication of the 2019 on Designing Interactive Systems Conference 2019 Companion,978-1-4503-6270-2,,10.1145/3301019.3324878,http://doi.acm.org/10.1145/3301019.3324878,"Highly Automated Vehicles (HAVs) could benefit safety, accessibility, energy conservation and so on. Realizing the potential benefits depends on the extent of usage, which is significantly related to whether HAV driving behavior matches passenger preference. This study explores gesture interaction guidelines for adjusting HAV dynamics using passenger elicitation. Inspired by user-elicited gesture design, we conducted user testing with virtual reality simulation that can present author-created HAV ride plots. The outcomes of the previous study include knowledge of passengers' gesture interaction with HAVs for adjusting vehicle dynamics in aspects of intentions, gesture collections, consensus extent among the participants, gesture characteristics, gesture design mental models, and initial gesture interaction design guidelines. Based on gained knowledge, we will conduct further research exploring, practicing and evaluating the whole-body gesture interaction guidelines for adjusting HAV driving behaviors.",2019,2019-08-15 17:23:28,2019-08-15 17:23:47,2019-08-15 17:23:28,97–100,,,,,,,DIS '19 Companion,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,"event-place: San Diego, CA, USA",,/home/judith/snap/zotero-snap/common/Zotero/storage/4QU89ZQN/Lin - 2019 - Using Passenger Elicitation for Developing Gesture.pdf,,ACM,autonomous driving behavior; highly automated vehicles; user-elicitation gesture design; whole-body gesture interaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
